"module";"operation";"in-edges";"out-edges"
"lib_core.test_multiarray_0_0.assert_c.f";"assert_c";"5";"0"
"omlib._function_base_impl_0_0.a.copy.f";"copy";"0";"58"
"lib_core.test_multiarray_0_0.test_structured_cast_promotion_fieldorder.f";"test_structured_cast_promotion_fieldorder";"11";"0"
"numpy.polynomial._polybase_0_0.np.can_cast.f";"can_cast";"0";"29"
"typingtests.random_0_0.f";"func";"113";"0"
"numpy.matlib_0_0.random_st.chisquare.f";"chisquare";"0";"1"
"lib_core.test_ufunc_0_0.test_at_not_none_signature.f";"test_at_not_none_signature";"3";"0"
"lib_core.test_numeric_0_0.test_astype.f";"test_astype";"8";"0"
"lib_core.test_einsum_0_0.test_einsum_fixedstridebug.f";"test_einsum_fixedstridebug";"6";"0"
"libtests.test_regression_0_0.np.einsum.f";"einsum";"0";"40"
"lif2py._src_pyf_0_0.conv.f";"conv";"8";"0"
"lib_core.test_cpu_features_0_0.assert_features_equal.f";"assert_features_equal";"9";"0"
"tedistutils.conv_template_0_0.str.replace.f";"replace";"0";"4"
"libtests.test_io_0_0.test_missing_with_tabs.f";"test_missing_with_tabs";"4";"0"
"lib_core.test_ufunc_0_0.TextIO.f";"TextIO";"0";"97"
"numpy.polynomial.tests.test_chebyshev_0_0.test_chebval2d.f";"test_chebval2d";"5";"0"
"numpy.polynomial.chebyshev_0_0.cheb.chebval2d.f";"chebval2d";"0";"2"
"lib_core._locales_0_0.setup_method.f";"setup_method";"2";"0"
"libtests.test_regression_0_0.pytest.skip.f";"skip";"0";"61"
"omlib.recfunctions_0_0.join_by.f";"join_by";"24";"14"
"numpy.polynomial.tests.test_polynomial_0_0.test_polygrid3d.f";"test_polygrid3d";"5";"0"
"distutilscommand.build_ext_0_0.build_extension.f";"build_extension";"49";"0"
"omma.core_0_0.include_dirs.append.f";"append";"0";"7"
"lib_core.test_regression_0_0.test_object_array_circular_reference.f";"test_object_array_circular_reference";"4";"0"
"libtests.test_histograms_0_0.test_f32_rounding.f";"test_f32_rounding";"4";"0"
"lib_core.test_array_coercion_0_0.scalar_instances.f";"scalar_instances";"26";"0"
"libtests.test_regression_0_0.np.uint32.f";"uint32";"0";"21"
"f2pytests.test_return_real_0_0.check_function.f";"check_function";"6";"0"
"omlib._user_array_impl_0_0.__div__.f";"__div__";"3";"0"
"lib_core._ufunc_config_0_0.divide.f";"divide";"0";"13"
"omlib.mixins_0_0.f";"func";"7";"0"
"omlib.mixins_0_0._numeric_methods.f";"_numeric_methods";"3";"1"
"libtests.test_function_base_0_0.test_otypes.f";"test_otypes";"4";"0"
"omlib._npyio_impl_0_0._read.f";"_read";"24";"1"
"lif2py.auxfuncs_0_0.getargs2.f";"getargs2";"4";"0"
"omma.core_0_0.sortargs.append.f";"append";"0";"2"
"libtests.test_recfunctions_0_0.test_outer_join.f";"test_outer_join";"3";"0"
"libtests.test_loadtxt_0_0.test_quoted_field_is_not_empty_nonstrict.f";"test_quoted_field_is_not_empty_nonstrict";"4";"0"
"lib_core.test_dtype_0_0.test_structured_object_indexing.f";"test_structured_object_indexing";"6";"0"
"ffttests.test_pocketfft_0_0.test_irfft.f";"test_irfft";"7";"0"
"numpy.polynomial.polynomial_0_0.polyint.f";"polyint";"13";"2"
"linalgtests.test_linalg_0_0.test_reduced_rank.f";"test_reduced_rank";"5";"0"
"liblinalg._linalg_0_0.rng.normal.f";"normal";"0";"3"
"lib_core.test_multiarray_0_0.test_no_dgemv.f";"test_no_dgemv";"15";"0"
"omtests.test_extras_0_0.test_out_1d.f";"test_out_1d";"7";"0"
"lib_core.defchararray_0_0.__ge__.f";"__ge__";"1";"0"
"omtests.test_old_ma_0_0.greater_equal.f";"greater_equal";"0";"7"
"omtests.test_core_0_0.__rdiv__.f";"__rdiv__";"6";"0"
"lib_core.test_multiarray_0_0.test_array_copy_false.f";"test_array_copy_false";"2";"0"
"f2pytests.test_parameter_0_0.test_constant_no.f";"test_constant_no";"4";"0"
"tedistutils.line_endings_0_0.unix2dos_dir.f";"unix2dos_dir";"2";"0"
"tedistutils.line_endings_0_0.dos2unix_dir.f";"dos2unix_dir";"1";"1"
"_pyinstallertests.pyinstaller-smoke_0_0.test_pyinstaller.f";"test_pyinstaller";"19";"0"
"omma.core_0_0.np.sort.f";"sort";"0";"32"
"omlib._type_check_impl_0_0.real_if_close.f";"real_if_close";"6";"0"
"lib_core.f";"all";"0";"1"
"lib_core.test_multiarray_0_0.test_empty_files_binary.f";"test_empty_files_binary";"3";"0"
"omlib._datasource_0_0.open.f";"open";"13";"140"
"omtests.test_extras_0_0.test_out_nan.f";"test_out_nan";"5";"0"
"omtests.test_core_0_0.test_pickling_keepalignment.f";"test_pickling_keepalignment";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.test_hermesub.f";"test_hermesub";"6";"0"
"numpy.polynomial.hermite_e_0_0.herme.hermesub.f";"hermesub";"0";"1"
"lib_core.test_stringdtype_0_0.test_self_casts.f";"test_self_casts";"7";"0"
"libtests.test_regression_0_0.arr.astype.f";"astype";"0";"25"
"numpy.polynomial.hermite_0_0.herm2poly.f";"herm2poly";"7";"0"
"numpy.polynomial.polynomial_0_0.polymulx.f";"polymulx";"3";"5"
"distutilscommand.build_clib_0_0.build_a_library.f";"build_a_library";"50";"0"
"_core_0_0.os.remove.f";"remove";"0";"15"
"libtests.test_stride_tricks_0_0.test_same_as_ufunc.f";"test_same_as_ufunc";"1";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.assert_same_as_ufunc.f";"assert_same_as_ufunc";"0";"1"
"lib_core.test_unicode_0_0.test_valuesMD.f";"test_valuesMD";"10";"0"
"lib_core.f";"all";"2";"82"
"omtests.test_mrecords_0_0.test_filled.f";"test_filled";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"fromarrays";"0";"9"
"libtests.test_regression_0_0.os.path.basename.f";"basename";"0";"30"
"tedistutils.misc_util_0_0.add_data_files.f";"add_data_files";"23";"0"
"libtests.test_regression_0_0.pattern_list.reverse.f";"reverse";"0";"2"
"numpy.polynomial.tests.test_hermite_0_0.test_hermval3d.f";"test_hermval3d";"5";"0"
"numpy.polynomial.hermite_0_0.herm.hermval3d.f";"hermval3d";"0";"2"
"lib_core.test_regression_0_0.test_array_scalar_contiguous.f";"test_array_scalar_contiguous";"3";"0"
"omtests.test_core_0_0.test_copy.f";"test_copy";"18";"0"
"ffttests.test_pocketfft_0_0.test_fft_inplace_out.f";"test_fft_inplace_out";"5";"0"
"lib_core.test_regression_0_0.test_correct_hash_dict.f";"test_correct_hash_dict";"6";"0"
"lib_core.test_ufunc_0_0.set.f";"set";"0";"76"
"libtests.test_histograms_0_0.test_weights.f";"test_weights";"12";"0"
"distutilscommand.build_src_0_0.swig_sources.f";"swig_sources";"25";"0"
"tedistutils.log_0_0.log.warn.f";"warn";"0";"20"
"distutilsfcompiler.intel_0_0.runtime_library_dir_option.f";"runtime_library_dir_option";"2";"0"
"tedistutils.ccompiler_0_0.simple_version_match.f";"simple_version_match";"0";"4"
"lib_core.test_datetime_0_0.test_isnat.f";"test_isnat";"6";"0"
"libtests.test_regression_0_0.np.timedelta64.f";"timedelta64";"0";"63"
"randomtests.test_generator_mt19937_0_0.gen_random.f";"gen_random";"6";"0"
"libtests.test_regression_0_0.state.exponential.f";"exponential";"0";"3"
"libtests.test_arrayterator_0_0.test.f";"test";"14";"0"
"lib_core.test_umath_0_0.test_abs_neg_blocked.f";"test_abs_neg_blocked";"11";"0"
"libtests.test_function_base_0_0.test_bias.f";"test_bias";"6";"0"
"omlib._npyio_impl_0_0.recfromtxt.f";"recfromtxt";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.genfromtxt.f";"genfromtxt";"0";"2"
"lib_core.test_multiarray_0_0.test_maximum_signed_integers.f";"test_maximum_signed_integers";"9";"0"
"libtests.test_regression_0_0.np.datetime64.f";"datetime64";"0";"71"
"omlib._twodim_base_impl_0_0.triu_indices.f";"triu_indices";"5";"2"
"omma.core_0_0.indices.f";"indices";"0";"8"
"distutilsfcompiler.gnu_0_0._can_target.f";"_can_target";"13";"1"
"libtests.test_regression_0_0.os.path.exists.f";"exists";"0";"27"
"tedistutils.system_info_0_0.add_system_root.f";"add_system_root";"25";"1"
"omlib._datasource_0_0.subprocess.Popen.f";"Popen";"0";"6"
"lib_core.test_ufunc_0_0.test_conv1d_full_with_out.f";"test_conv1d_full_with_out";"6";"0"
"omlib._arraypad_impl_0_0._round_if_needed.f";"_round_if_needed";"2";"0"
"omtests.test_subclassing_0_0.test_subclass_items.f";"test_subclass_items";"7";"0"
"lib_core.test_regression_0_0.test_pickle_string_overwrite.f";"test_pickle_string_overwrite";"5";"0"
"lif2py.crackfortran_0_0.crack2fortrangen.f";"crack2fortrangen";"15";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.use2fortran.f";"use2fortran";"0";"1"
"omtests.test_extras_0_0.test_setdiff1d.f";"test_setdiff1d";"4";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.test_hermevander2d.f";"test_hermevander2d";"6";"0"
"randomtests.test_random_0_0.gen_random.f";"gen_random";"6";"0"
"lib_core.test_indexerrors_0_0.test_arraytypes_fasttake.f";"test_arraytypes_fasttake";"2";"0"
"lib_core.test_casting_unittests_0_0.test_numeric_to_times.f";"test_numeric_to_times";"18";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.get_data_variation.f";"get_data_variation";"0";"4"
"numpy.polynomial.tests.test_classes_0_0.test_add.f";"test_add";"9";"0"
"numpy.polynomial.tests.test_classes_0_0.assert_poly_almost_equal.f";"assert_poly_almost_equal";"4";"9"
"distutilsfcompiler.mips_0_0.get_flags_arch_f90.f";"get_flags_arch_f90";"4";"0"
"libtests.test_regression_0_0.print.f";"print";"0";"79"
"numpy.polynomial.tests.test_chebyshev_0_0.test_chebsub.f";"test_chebsub";"6";"0"
"lib_core.test_regression_0_0.test_pickle_empty_string.f";"test_pickle_empty_string";"5";"0"
"lib_core.test_numeric_0_0.test_array_equal_different_scalar_types.f";"test_array_equal_different_scalar_types";"3";"0"
"omma.core_0_0.np.array_equal.f";"array_equal";"0";"7"
"lib_core.test_multiarray_0_0.test_vector_vector_values.f";"test_vector_vector_values";"7";"0"
"omma.core_0_0.v1.reshape.f";"reshape";"0";"1"
"lib_core.test_einsum_0_0.test_path_type_input_internal_trace.f";"test_path_type_input_internal_trace";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.assert_path_equal.f";"assert_path_equal";"0";"5"
"testing_private.utils_0_0.GetPerformanceAttributes.f";"GetPerformanceAttributes";"7";"0"
"libtests.test_regression_0_0.win32pdh.RemoveCounter.f";"RemoveCounter";"0";"1"
"randomtests.test_generator_mt19937_regressions_0_0.test_shuffle_of_array_of_objects.f";"test_shuffle_of_array_of_objects";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self.mt19937.shuffle.f";"shuffle";"0";"2"
"lib_core.test_regression_0_0.test_uint_int_conversion.f";"test_uint_int_conversion";"3";"0"
"libtests.test_io_0_0.test_invalid_raise_with_usecols.f";"test_invalid_raise_with_usecols";"5";"0"
"testing_private.utils_0_0.dict.f";"dict";"0";"132"
"lib_core.test_ufunc_0_0.test_signature6.f";"test_signature6";"2";"0"
"lib_core.test_simd_0_0.test_memory_partial_load.f";"test_memory_partial_load";"8";"0"
"tedistutils.cpuinfo_0_0.command_by_line.f";"command_by_line";"3";"2"
"omma.core_0_0.getoutput.f";"getoutput";"0";"3"
"randomtests.test_generator_mt19937_0_0.test_vonmises_large_kappa_range.f";"test_vonmises_large_kappa_range";"6";"0"
"lib_core.test_custom_dtypes_0_0.test_wrapped_and_wrapped_reductions.f";"test_wrapped_and_wrapped_reductions";"6";"0"
"libtests.test_recfunctions_0_0.structured.f";"structured";"3";"1"
"randomtests.test_direct_0_0.test_cffi.f";"test_cffi";"3";"0"
"omma.extras_0_0.isinstance.f";"isinstance";"0";"565"
"numpy.polynomial.tests.test_chebyshev_0_0.test_chebint_axis.f";"test_chebint_axis";"4";"0"
"numpy.polynomial.chebyshev_0_0.cheb.chebint.f";"chebint";"0";"3"
"omlib._datasource_0_0._sanitize_relative_path.f";"_sanitize_relative_path";"5";"0"
"omlib._twodim_base_impl_0_0.path.lstrip.f";"lstrip";"0";"1"
"lib_core.test_regression_0_0.test_pickle_py2_bytes_encoding.f";"test_pickle_py2_bytes_encoding";"6";"0"
"libtests.test_regression_0_0.np.str_.f";"str_";"0";"18"
"omma.mrecords_0_0._guessvartypes.f";"_guessvartypes";"7";"1"
"libtests.test_regression_0_0.complex.f";"complex";"0";"61"
"lif2py.crackfortran_0_0.compute_deps.f";"compute_deps";"43";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.coeffs_and_deps.get.f";"get";"0";"1"
"lib_core.test_umath_0_0.test_type_conversion.f";"test_type_conversion";"5";"0"
"omlib._histograms_impl_0_0.histogramdd.f";"histogramdd";"28";"14"
"tedistutils.misc_util_0_0.paths.f";"paths";"2";"2"
"tedistutils.misc_util_0_0.gpaths.f";"gpaths";"2";"2"
"liblinalg._linalg_0_0.eigvalsh.f";"eigvalsh";"12";"1"
"libtests.test_regression_0_0.w.astype.f";"astype";"0";"7"
"libtests.test_arraypad_0_0.test_zero_stat_length_valid.f";"test_zero_stat_length_valid";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.pytest.mark.f";"filterwarnings";"0";"28"
"omma.extras_0_0._ezclump.f";"_ezclump";"7";"2"
"lib_core.f";"ravel";"0";"1"
"tedistutils.misc_util_0_0.get_ext_source_files.f";"get_ext_source_files";"8";"0"
"tedistutils.misc_util_0_0.is_local_src_dir.f";"is_local_src_dir";"8";"3"
"numpy.polynomial.tests.test_legendre_0_0.test_legint.f";"test_legint";"9";"0"
"numpy.polynomial.legendre_0_0.leg.legint.f";"legint";"0";"4"
"lib_core.test_datetime_0_0.test_timedelta_arange.f";"test_timedelta_arange";"5";"0"
"lib_core.test_numeric_0_0.test_roll_empty.f";"test_roll_empty";"3";"0"
"libtests.test_regression_0_0.np.roll.f";"roll";"0";"7"
"tedistutils.system_info_0_0._check_libs.f";"_check_libs";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.self._find_libs.f";"_find_libs";"0";"1"
"omlib._arraysetops_impl_0_0.unique.f";"unique";"15";"0"
"omma.core_0_0.np.ascontiguousarray.f";"ascontiguousarray";"0";"12"
"omlib.recfunctions_0_0.recursive_fill_fields.f";"recursive_fill_fields";"3";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.recursive_fill_fields.f";"recursive_fill_fields";"0";"6"
"libtests.test__datasource_0_0.test_ValidHTTP.f";"test_ValidHTTP";"13";"0"
"omlib._twodim_base_impl_0_0.upath.strip.f";"strip";"0";"2"
"libtests.test_shape_base_0_0.double.f";"double";"6";"0"
"omlib._nanfunctions_impl_0_0._replace_nan.f";"_replace_nan";"6";"0"
"omma.core_0_0.np.asanyarray.f";"asanyarray";"0";"48"
"tedistutils.unixccompiler_0_0.UnixCCompiler__compile.f";"UnixCCompiler__compile";"15";"0"
"lib_core.test_limited_api_0_0.install_temp.f";"install_temp";"10";"0"
"lib_core.einsumfunc_0_0._parse_einsum_input.f";"_parse_einsum_input";"29";"0"
"om_typing._nested_sequence_0_0.sub.count.f";"count";"0";"1"
"tedistutils.ccompiler_opt_0_0._dist_test_spawn_paths.f";"_dist_test_spawn_paths";"4";"0"
"omlib._npyio_impl_0_0.os.getenv.f";"getenv";"0";"5"
"libtests.test_io_0_0.__index__.f";"__index__";"10";"0"
"libtests.test_io_0_0.c.seek.f";"seek";"0";"39"
"randomtests.test_generator_mt19937_regressions_0_0.test_shuffle_of_array_of_different_length_strings.f";"test_shuffle_of_array_of_different_length_strings";"4";"0"
"lib_core.test_ufunc_0_0.gc.collect.f";"collect";"0";"20"
"pycore.defchararray_0_0.__getattr__.f";"__getattr__";"3";"0"
"omlib._twodim_base_impl_0_0.AttributeError.f";"AttributeError";"0";"35"
"lif2py.crackfortran_0_0.split_by_unquoted.f";"split_by_unquoted";"6";"0"
"numpy.polynomial.hermite_0_0.hermgauss.f";"hermgauss";"10";"0"
"numpy.polynomial.hermite_0_0.hermcompanion.f";"hermcompanion";"10";"2"
"lib_core.test_multiarray_0_0.test_scalar_interface.f";"test_scalar_interface";"8";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.sys.getrefcount.f";"getrefcount";"0";"46"
"libtests.test_function_base_0_0.test_args.f";"test_args";"8";"0"
"distutilstests.test_ccompiler_opt_0_0.assert_raises_regex.f";"assert_raises_regex";"0";"80"
"typingtests.test_typing_0_0.test_fail.f";"test_fail";"14";"0"
"tedistutils.log_0_0.errors.errors.strip.f";"strip";"0";"1"
"lib_core.test_multiarray_0_0.test_reshape.f";"test_reshape";"9";"0"
"lib_core.test_nditer_0_0.test_iter_allocate_output_simple.f";"test_iter_allocate_output_simple";"4";"0"
"lib_core.test_arrayprint_0_0.test_float_overflow_nowarn.f";"test_float_overflow_nowarn";"2";"0"
"lib_core.test_dtype_0_0.test_comma_datetime.f";"test_comma_datetime";"2";"0"
"lib_core.test_stringdtype_0_0.test_replace_non_default_repeat.f";"test_replace_non_default_repeat";"5";"0"
"tedistutils.cpuinfo_0_0._is_ultraenterprice10k.f";"_is_ultraenterprice10k";"1";"0"
"linalgtests.test_linalg_0_0.test_matrix_2x2.f";"test_matrix_2x2";"4";"0"
"omfft._pocketfft_0_0.norm.f";"norm";"0";"15"
"omtests.test_core_0_0.test_deepcopy.f";"test_deepcopy";"7";"0"
"omma.core_0_0.array.f";"array";"1";"279"
"numpy.polynomial.tests.test_laguerre_0_0.test_lagint.f";"test_lagint";"9";"0"
"numpy.polynomial.laguerre_0_0.lag.lagval.f";"lagval";"0";"6"
"ffttests.test_helper_0_0.test_uneven_dims.f";"test_uneven_dims";"3";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"ifftshift";"0";"5"
"tedistutils.system_info_0_0.get_standard_file.f";"get_standard_file";"6";"0"
"libtests.test_regression_0_0.os.path.expanduser.f";"expanduser";"0";"1"
"omtests.test_mrecords_0_0.test_hardmask.f";"test_hardmask";"9";"0"
"lib_core.test_unicode_0_0.test_string_cast.f";"test_string_cast";"5";"0"
"lib_core.test_deprecations_0_0.test_non_exact_match.f";"test_non_exact_match";"4";"0"
"lib_core.test_regression_0_0.test_multidim_byteswap.f";"test_multidim_byteswap";"3";"0"
"libtests.test_regression_0_0.r.byteswap.f";"byteswap";"0";"1"
"lib_core.test_ufunc_0_0.test_keepdims_argument.f";"test_keepdims_argument";"15";"0"
"distutilsfcompiler.__init___0_0._compile.f";"_compile";"15";"0"
"lib_core.strings_0_0.ljust.f";"ljust";"12";"1"
"numpy.conftest_0_0.as_ctypes.f";"as_ctypes";"8";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.hypothesis.settings.register_profile.f";"register_profile";"0";"1"
"randomtests.test_smoke_0_0.test_noncentral_chisquare.f";"test_noncentral_chisquare";"3";"0"
"lif2py.symbolic_0_0.__pow__.f";"__pow__";"7";"0"
"libtests.test_regression_0_0.Expr.f";"Expr";"0";"31"
"libtests.test_stride_tricks_0_0.test_broadcast_shapes_raises.f";"test_broadcast_shapes_raises";"2";"0"
"numpy.polynomial._polybase_0_0.broadcast_shapes.f";"broadcast_shapes";"0";"2"
"randomtests.test_randomstate_0_0.test_choice_uniform_replace.f";"test_choice_uniform_replace";"4";"0"
"numpy.matlib_0_0.random.seed.f";"seed";"0";"75"
"_core_0_0.eval.f";"eval";"0";"35"
"libtests.test_format_0_0.test_descr_to_dtype.f";"test_descr_to_dtype";"7";"0"
"omlib._twodim_base_impl_0_0.roundtrip.f";"roundtrip";"0";"3"
"libtests.test_recfunctions_0_0.test_get_names.f";"test_get_names";"3";"0"
"omlib._npyio_impl_0_0.get_names.f";"get_names";"0";"2"
"tedistutils.misc_util_0_0.dict_append.f";"dict_append";"13";"0"
"lib_core.test_ufunc_0_0.a.extend.f";"extend";"0";"1"
"randomtests.test_random_0_0.test_f.f";"test_f";"7";"0"
"omma.core_0_0.assert_array_almost_equal.f";"assert_array_almost_equal";"0";"152"
"omlib.recfunctions_0_0.rec_drop_fields.f";"rec_drop_fields";"2";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.drop_fields.f";"drop_fields";"0";"2"
"omma.extras_0_0.apply_along_axis.f";"apply_along_axis";"27";"9"
"lib_core.test_cpu_features_0_0.test_features.f";"test_features";"6";"1"
"numpy.polynomial.tests.test_hermite_e_0_0.self.cpu_have.f";"cpu_have";"0";"1"
"py_utils._pep440_0_0.parse.f";"parse";"2";"0"
"lib_core.test_regression_0_0.LegacyVersion.f";"LegacyVersion";"0";"1"
"lib_core.test_nditer_0_0.test_iter_itershape.f";"test_iter_itershape";"7";"0"
"randomtests.test_generator_mt19937_0_0.test_scalar_array_equiv.f";"test_scalar_array_equiv";"5";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.base_config_fc.update.f";"update";"0";"1"
"lib_core.test_multiarray_0_0.test_std_where.f";"test_std_where";"13";"0"
"lib_core.test_multiarray_0_0.__array__.f";"__array__";"22";"0"
"lib_core.test_ufunc_0_0.NotAnArray.f";"NotAnArray";"0";"1"
"numpy.polynomial.tests.test_classes_0_0.test_deriv.f";"test_deriv";"5";"0"
"libtests.test_regression_0_0.p2.deriv.f";"deriv";"0";"1"
"tedistutils.extension_0_0.has_f2py_sources.f";"has_f2py_sources";"2";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.f";"fortran_pyf_ext_re";"0";"1"
"lib_core.test_umath_0_0.__array_ufunc__.f";"__array_ufunc__";"73";"0"
"liblinalg._linalg_0_0.B.f";"B";"0";"5"
"tedistutils.exec_command_0_0.f";"find_executable";"15";"0"
"omlib._type_check_impl_0_0.realpath.f";"realpath";"0";"1"
"lib_core.test_dtype_0_0.test_bool_commastring.f";"test_bool_commastring";"3";"0"
"numpy.polynomial.tests.test_printing_0_0.test_polynomial_str.f";"test_polynomial_str";"5";"0"
"lib_core.test_ufunc_0_0.test_find_access_past_buffer.f";"test_find_access_past_buffer";"4";"0"
"lib_core.test_multiarray_0_0.test_sort_complex_byte_swapping.f";"test_sort_complex_byte_swapping";"5";"0"
"omlib._function_base_impl_0_0.arr.copy.f";"copy";"0";"21"
"lib_core._ufunc_config_0_0.inner.f";"inner";"7";"0"
"lib_core.f";"ContextVar";"0";"1"
"libtests.test_function_base_0_0.mean.f";"mean";"7";"2"
"randomtests.test_randomstate_regression_0_0.test_call_within_randomstate.f";"test_call_within_randomstate";"8";"0"
"numpy.matlib_0_0.random.RandomState.f";"RandomState";"0";"10"
"libtests.test_function_base_0_0.test_empty.f";"test_empty";"14";"0"
"numpy.polynomial.tests.test_hermite_e_0_0.warnings.f";"filterwarnings";"0";"47"
