"source-path";"source-operation";"target-path";"target-operation";"calls"
"tedistutils.cpuinfo";"_is_Nocona";"numpy.polynomial.tests.test_hermite_e";"self.has_sse3";"1"
"randomtests.test_generator_mt19937";"setup_method";"omlib._twodim_base_impl";"range";"1"
"tedistutils.conv_template";"replace";"tedistutils.conv_template";"parse_structure";"1"
"tedistutils.ccompiler_opt";"__init__";"f2py_backends._distutils";"_Parse.__init__";"1"
"omtests.test_public_api";"find_unexpected_members";"omlib._npyio_impl";"getattr";"1"
"distutilstests.utilities";"_get_compiler_status";"libtests.test_regression";"repr";"2"
"lif2py.crackfortran";"analyzeline";"omlib._function_base_impl";"copy.deepcopy";"1"
"omtests.test_extras";"test_masked_all_with_object";"_core";"len";"1"
"lib_core.test_multithreading";"func";"numpy.matlib";"np.random.RandomState";"1"
"lib_core._asarray";"require";"py_utils.__init__";"set_module";"1"
"tedistutils.system_info";"add_system_root";"libtests.test_regression";"p.communicate.p.communicate.decode";"1"
"lib_core.test_multiarray";"test_reshape";"omma.core";"arr.reshape";"3"
"lib_core.records";"field";"py_utils.__init__";"set_module";"1"
"lib_core.test_numerictypes";"test_other";"omma.core";"maximum_sctype";"1"
"lib_core.test_simd";"test_operators_shift";"numpy.polynomial.tests.test_hermite_e";"self._int_min";"1"
"lib_core.test_multiarray";"test_searchsorted_with_sorter";"omma.core";"np.ndarray";"1"
"libtests.test_io";"test_save_load";"omlib._npyio_impl";"np.save";"1"
"lib_core.test_umath_complex";"_check_ninf_inf";"lib_core.test_ufunc";"AssertionError";"1"
"lib_core.test_regression";"__array_finalize__";"omma.core";"dat.min";"1"
"numpy.polynomial.tests.test_printing";"test_numeric_object_coefficients";"omma.testutils";"assert_equal";"2"
"lif2py.crackfortran";"analyzevars";"libtests.test_regression";"buildimplicitrules";"1"
"numpy.polynomial.tests.test_laguerre";"test_lagint_axis";"numpy.polynomial.laguerre";"lag.lagint";"6"
"distutilstests.test_log";"test_log_prefix";"lib_core.test_overrides";"r_ansi.sub";"1"
"lib_core.test_scalarmath";"test_seq_repeat";"tedistutils.log";"assert_warns";"2"
"lib_core.test_multiarray";"test_empty_out";"numpy.matlib";"np.ones";"2"
"lib_core.test_multiarray";"test_dot_out_mem_overlap";"numpy.matlib";"np.random.rand.astype";"1"
"lib_core.test_casting_unittests";"test_time_to_time";"omma.mrecords";"values.view";"2"
"libtests.test_function_base";"test_index_out_of_bounds";"libtests.test_regression";"pytest.raises";"1"
"linalgtests.test_linalg";"test_trace";"omma.testutils";"assert_equal";"1"
"numpy.polynomial.tests.test_printing";"test_hermite_str";"omma.testutils";"assert_equal";"2"
"numpy.polynomial.polynomial";"polyder";"omlib._twodim_base_impl";"range";"2"
"lib_core._internal";"shape";"omlib._npyio_impl";"_getintp_ctype";"1"
"terandom._pickle";"__generator_ctor";"lib_core.test_ufunc";"Generator";"2"
"lib_core.test_multiarray";"test_raise";"numpy.matlib";"np.random.random";"1"
"randomtests.test_generator_mt19937";"test_zipf";"numpy.polynomial.tests.test_hermite_e";"zipf";"1"
"numpy._pytesttester";"__call__";"libtests.test_regression";"os.path.abspath";"1"
"omfft._pocketfft";"_swap_direction";"libtests.test_function_base";"ValueError";"1"
"lif2py.crackfortran";"compute_deps";"omlib._shape_base_impl";"aa.aa.split";"1"
"lib_core.test_nditer";"test_iter_refcount";"randomtests.test_smoke";"np.dtype.newbyteorder";"1"
"numpy.polynomial.chebyshev";"chebvander3d";"numpy.polynomial.polyutils";"pu._vander_nd_flat";"1"
"distutilsfcompiler.__init__";"module_options";"omma.core";"options.append";"2"
"lib_core.test_nep50_promotions";"test_nep50_examples";"_core";"len";"1"
"lib_core.test_shape_base";"test_generator";"omlib._twodim_base_impl";"range";"2"
"libtests.test_arraypad";"test_same_prepend_append";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"lib_core.test_nditer";"test_dtype_buffered";"omma.core";"arange.reshape";"1"
"libtests.test_twodim_base";"test_matrix";"libtests.test_regression";"astype";"1"
"lib_core.test_umath";"_unwrap";"omma.extras";"isinstance";"1"
"numpy.polynomial.tests.test_chebyshev";"test_chebroots";"omlib._twodim_base_impl";"range";"1"
"lif2py.symbolic";"substitute";"numpy.polynomial.tests.test_hermite_e";"func.substitute";"1"
"lib_core.test_scalarprint";"userinput";"omma.core";"userinput";"1"
"lib_core.test_function_base";"__rsub__";"lib_core.test_ufunc";"PhysicalQuantity";"1"
"libtests.test_shape_base";"test_generator";"omlib._twodim_base_impl";"range";"2"
"omlib.__init__";"drop_metadata";"libtests.test_arrayterator";"PytestTester";"1"
"omlib._twodim_base_impl";"tril";"numpy.polynomial.tests.test_hermite_e";"array_function_dispatch";"1"
"omlib._function_base_impl";"_quantile_ureduce_func";"libtests.test_function_base";"ValueError";"1"
"libtests.test_io";"test_skiprows";"lib_core.test_ufunc";"TextIO";"4"
"libtests.test_function_base";"test_quantile_monotonic";"libtests.test_regression";"np.linspace";"1"
"lib_core.test_multiarray";"test_dot_3args";"numpy.matlib";"np.random.seed";"1"
"lib_core.test_stringdtype";"test_unary";"libtests.test_regression";"ures.astype";"1"
"distutilscommand.build_src";"generate_sources";"omtests.test_old_ma";"is_sequence";"3"
"lib_core.test_overrides";"_";"omlib._function_base_impl";"dispatched_one_arg";"2"
"f2pytests.test_f2py2e";"retreal_f77";"tedistutils.ccompiler_opt";"util.getpath";"1"
"lib_core.test_scalarmath";"test_type_add";"omma.core";"np.array";"2"
"lib_core.test_multiarray";"test_strided_loop_alignments";"numpy.polynomial.tests.test_hermite_e";"xf128.astype";"1"
"libtests.test_function_base";"test_quantile_with_integer_weights";"tedistutils.ccompiler_opt";"np.quantile";"2"
"lib_core.test_stringdtype";"test_max_regression";"omma.core";"np.array";"1"
"omtests.test_core";"test_mod";"omma.testutils";"assert_equal";"5"
"omtests.test_core";"test_testUfuncRegression";"numpy.polynomial.tests.test_hermite_e";"ur.filled";"1"
"testing_private.utils";"_get_mem_available";"omlib._twodim_base_impl";"p.p.strip";"1"
"randomtests.test_random";"test_random_integers";"distutilstests.test_ccompiler_opt";"assert_";"1"
"libtests.test_histograms";"test_inf_edges";"omma.core";"np.arange.reshape";"1"
"randomtests.test_generator_mt19937";"test_binomial";"builtins";"binom";"1"
"lif2py.crackfortran";"updatevars";"omlib._function_base_impl";"copy.copy";"8"
"lib_core.test_umath";"assert_arctan2_isninf";"lib_core.test_ufunc";"ncu.arctan2";"3"
"lib_core.test_stringdtype";"test_nonzero";"omma.core";"np.array";"4"
"lib_core.test_multiarray";"test_longdouble_assignment";"omma.core";"np.array";"3"
"lib_core.test_ufunc";"test_innerwt";"omma.core";"assert_array_equal";"2"
"randomtests.test_random";"test_vonmises_small";"numpy.polynomial.tests.test_hermite_e";"np.isfinite";"1"
"randomtests.test_direct";"test_invalid_init_values";"libtests.test_regression";"pytest.raises";"1"
"omtests.test_extras";"test_ddof";"numpy.polynomial.tests.test_hermite_e";"corrcoef";"5"
"lib_core.function_base";"linspace";"omma.core";"_nx.arange.reshape";"1"
"omma.extras";"polyfit";"libtests.test_regression";"TypeError";"3"
"lib_core.test_ufunc";"test_at_broadcast_failure";"libtests.test_regression";"np.add.at";"1"
"libtests.test_function_base";"test_quantile_add_and_multiply_constant";"libtests.test_regression";"pytest.skip";"1"
"tedistutils.ccompiler";"_compiler_to_string";"py_utils._inspect";"join";"1"
"lib_core.test_einsum";"check_einsum_sums";"tedistutils.log";"suppress_warnings";"1"
"lib_core.test_umath_complex";"test_scalar";"omlib._twodim_base_impl";"range";"1"
"tedistutils.core";"setup";"omlib._function_base_impl";"numpy_cmdclass.copy";"1"
"lib_core.test_multiarray";"test_ret_is_out";"numpy.matlib";"np.ones";"1"
"numpy.polynomial.tests.test_hermite";"test_hermvander";"omma.testutils";"assert_almost_equal";"2"
"randomtests.test_generator_mt19937";"test_rayleigh_0";"numpy.matlib";"random.rayleigh";"1"
"omma.mrecords";"fromrecords";"lib_core.test_ufunc";"mrec.__setmask__";"1"
"distutilstests.test_system_info";"test_compile1";"libtests.test_regression";"c.compile";"1"
"lib_core.test_strings";"test_count";"libtests.test_regression";"pytest.skip";"1"
"omlib._polynomial_impl";"poly";"lib_core.test_array_coercion";"issubclass";"1"
"lib_core._methods";"_std";"lib_core.fromnumeric";"_var";"1"
"numpy.polynomial.tests.test_legendre";"test_legadd";"numpy.matlib";"np.zeros";"1"
"omtests.test_old_ma";"test_varstd";"lib_core.fromnumeric";"mXX.var";"1"
"lib_core.test_nditer";"test_object_iter_cleanup_large_reduce";"libtests.test_regression";"np.sum";"1"
"tedistutils.system_info";"get_config_output";"omma.core";"subprocess.check_output";"1"
"lib_core.test_array_coercion";"test_pyscalar_subclasses";"omma.core";"assert_array_equal";"1"
"lib_core.test_regression";"test_to_ctypes";"omma.testutils";"assert_equal";"1"
"omtests.test_old_ma";"test_testUfuncRegression";"libtests.test_regression";"np.seterr";"2"
"libtests.test_arraysetops";"test_unique_sort_order_with_axis";"omma.extras";"np.unique";"1"
"omlib._npyio_impl";"genfromtxt";"lib_core.test_ufunc";"contextlib.closing";"1"
"lib_core.test_nditer";"test_iter_copy_casts";"numpy.matlib";"np.ones";"2"
"omma.mrecords";"__getattribute__";"omlib._npyio_impl";"object.__getattribute__";"1"
"distutilstests.test_ccompiler_opt";"expect_target_flags";"_core";"len";"1"
"numpy.polynomial.polyutils";"as_series";"omlib._function_base_impl";"a.copy";"1"
"omtests.test_core";"test_varstd";"omma.testutils";"assert_almost_equal";"16"
"lib_core.test_ufunc";"test_identityless_reduction_otherorder";"numpy.matlib";"self.check_identityless_reduction";"1"
"numpy.polynomial.tests.test_polynomial";"test_polyval";"omma.testutils";"assert_almost_equal";"2"
"libtests.test_histograms";"test_gh_23110";"omlib._histograms_impl";"np.histogram";"1"
"lib_core.test_numeric";"func";"numpy.polynomial.tests.test_hermite_e";"f.result";"1"
"omma.core";"wrapped_method";"lib_core.test_ufunc";"result.__setmask__";"1"
"libtests.test_function_base";"test_subclasses";"tedistutils.mingw32ccompiler";"type";"5"
"omlib._shape_base_impl";"take_along_axis";"libtests.test_function_base";"ValueError";"1"
"tedistutils.misc_util";"_fix_paths_dict";"omlib._npyio_impl";"kw.keys";"1"
"lib_core.test_array_coercion";"test_dtype_identity";"omma.core";"np.asarray";"11"
"omtests.test_core";"test_varstd";"omlib._scimath_impl";"np.sqrt";"2"
"lib_core.test_stringdtype";"test_ufunc_multiply";"omma.core";"np.array";"4"
"omlib._user_array_impl";"__int__";"numpy.polynomial.tests.test_hermite_e";"self._scalarfunc";"1"
"numpy.polynomial.tests.test_hermite_e";"test_hermeder";"omlib._twodim_base_impl";"range";"5"
"randomtests.test_random";"test_dirichlet_size";"libtests.test_regression";"np.uint32";"3"
"lib_core.test_dtype";"test_rational_dtype";"lib_core.test_ufunc";"rational";"1"
"omlib._nanfunctions_impl";"nanargmax";"libtests.test_regression";"np.any";"1"
"lib_core.test_nditer";"add_context";"lif2py.func2subr";"add_context";"1"
"omlib._function_base_impl";"select";"lib_core.test_ufunc";"enumerate";"1"
"randomtests.test_randomstate";"test_standard_cauchy";"numpy.matlib";"random.standard_cauchy";"1"
"numpy.polynomial.tests.test_classes";"test_call";"omma.testutils";"assert_almost_equal";"1"
"lib_core.test_numeric";"test_double";"libtests.test_regression";"np.signbit";"1"
"omlib._scimath_impl";"power";"numpy.polynomial.tests.test_hermite_e";"_fix_real_lt_zero";"1"
"distutilsfcompiler.gnu";"_universal_flags";"distutilsfcompiler.gnu";"_can_target";"1"
"lib_core.test_memmap";"test_ufunc_return_ndarray";"libtests.test_regression";"memmap";"1"
"lib_core.test_simd";"test_square";"numpy.polynomial.tests.test_hermite_e";"self._pinfinity";"1"
"randomtests.test_generator_mt19937_regressions";"test_shuffle_mixed_dimension";"numpy.polynomial.tests.test_hermite_e";"mt19937.shuffle";"1"
"numpy.polynomial.tests.test_legendre";"test_legsub";"omma.core";"max";"1"
"lib_core.test_dlpack";"test_dtype_passthrough";"omlib._twodim_base_impl";"pytest.mark.parametrize";"2"
"omlib.recfunctions";"rec_append_fields";"numpy.polynomial.tests.test_hermite_e";"array_function_dispatch";"1"
"omma.core";"getmask";"omlib._npyio_impl";"getattr";"1"
"tedistutils.line_endings";"dos2unix_one_dir";"tedistutils.line_endings";"dos2unix";"1"
"lib_core.getlimits";"_init";"omlib._twodim_base_impl";"machar._str_resolution.strip";"1"
"omtests.test_extras";"test_compress_nd";"numpy.matlib";"np.zeros.astype";"1"
"omma.core";"getmaskarray";"omlib._npyio_impl";"getattr";"1"
"lib_core.test_dtype";"test_refcount_dictionary_setting";"numpy.polynomial.tests.test_hermite_e";"sys.getrefcount";"2"
"lib_core.test_multiarray";"test_repeat";"omma.core";"np.array";"1"
"liblinalg._linalg";"lstsq";"numpy.matlib";"zeros";"1"
"lib_core.test_ufunc";"test_where_param";"omma.core";"np.power";"1"
"omma.extras";"clump_unmasked";"omma.extras";"_ezclump";"1"
"testingtests.test_utils";"test_build_err_msg_no_verbose";"omma.core";"np.array";"2"
"lib_core.test_casting_unittests";"test_object_casts_NULL_None_equivalence";"omlib._twodim_base_impl";"pytest.mark.parametrize";"1"
"libtests.test_shape_base";"test_1D_array";"omlib._shape_base_impl";"dstack";"1"
"lif2py.crackfortran";"cracktypespec";"libtests.test_regression";"repr";"4"
"libtests.test_io";"test_max_rows_empty_lines";"omma.core";"assert_array_equal";"1"
"lib_core.test_scalarmath";"test_longdouble_with_arrlike";"libtests.test_regression";"sctype";"2"
"lib_core.test_regression";"test_reduce";"omma.testutils";"assert_almost_equal";"1"
"lib_core.test_half";"test_half_funcs";"omma.core";"np.array";"3"
"lib_core.test_multiarray";"test_to_int_scalar";"libtests.test_regression";"np.str_";"1"
"lib_core.test_multiarray";"test_file_position_after_tofile";"omma.testutils";"assert_equal";"2"
"lib_core.test_umath";"do_test";"lib_core.test_ufunc";"AssertionError";"1"
"matrixlibtests.test_masked_matrix";"test_pickling_subbaseclass";"omma.core";"masked_array";"1"
"libtests.test_stride_tricks";"test_writeable_memoryview";"omma.core";"np.array";"1"
"omtests.test_extras";"test_polyfit";"omma.testutils";"assert_equal";"1"
"omma.core";"__setitem__";"omlib._npyio_impl";"getattr";"3"
"randomtests.test_randomstate";"test_integer_repeat";"omma.mrecords";"val.view";"1"
"lib_core.test_numeric";"test_return_type";"libtests.test_regression";"np.arange";"1"
"f2pytests.test_symbolic";"replace_visit";"lif2py.crackfortran";"x.traverse";"1"
"lib_core.test_stringdtype";"na_object2";"numpy.polynomial.tests.test_hermite_e";"float";"1"
"lif2py.crackfortran";"analyzecommon";"omma.core";"markoutercomma";"1"
"numpy.polynomial.tests.test_printing";"test_nonnumeric_object_coefficients";"numpy.polynomial.__init__";"poly.set_default_printstyle";"1"
"lib_core.test_umath";"__array_ufunc__";"omma.core";"where.view";"3"
"omlib._function_base_impl";"interp";"_core";"abs";"1"
"lif2py.f2py2e";"run_compile";"omlib._shape_base_impl";"split";"2"
"omtests.test_core";"test_fillvalue";"omma.core";"np.array";"1"
"libtests.test_index_tricks";"test_2d";"distutilstests.test_ccompiler_opt";"assert_";"2"
"randomtests.test_generator_mt19937";"test_logseries_zero";"lib_core.test_ufunc";"Generator";"1"
"lib_core.test_casting_unittests";"test_simple_cancast";"lib_core.test_ufunc";"to_Dt.newbyteorder";"1"
"libtests.test_io";"test_complex_arrays";"numpy.matlib";"np.zeros";"1"
"lif2py.f2py2e";"run_main";"libtests.test_regression";"repr";"1"
"lif2py.crackfortran";"_eval_scalar";"lif2py.cfuncs";"errmess";"1"
"lib_core.test_multiarray";"test_scalar";"omma.core";"np.amin";"2"
"lib_core.test_scalarbuffer";"test_str_ucs4";"testing_private.utils";"dict";"1"
"liblinalg._linalg";"qr";"libtests.test_regression";"tau.astype";"1"
"libtests.test_regression";"test_cov_parameters";"omlib._function_base_impl";"x.copy";"1"
"lib_core.test_dtype";"test_complex_dtype_str";"omma.testutils";"assert_equal";"8"
"lib_core.test_defchararray";"test_from_string";"distutilstests.test_ccompiler_opt";"assert_";"1"
"lib_core.test_multiarray";"test_std_where";"libtests.test_regression";"np.arange";"2"
"lib_core.records";"_createdtype";"randomtests.test_smoke";"dtype.newbyteorder";"1"
"libtests.test_function_base";"test_nan_behavior";"omma.core";"np.arange.reshape";"12"
"omtests.test_core";"test_minmax_funcs_with_output";"omlib._npyio_impl";"getattr";"2"
"lib_core.test_regression";"test_memoryleak";"numpy.matlib";"np.empty";"1"
"omlib._stride_tricks_impl";"broadcast_shapes";"numpy.matlib";"np.empty";"1"
"tedistutils.system_info";"_calc_info";"numpy.polynomial.tests.test_hermite_e";"self.get_libs";"1"
"typingtests.mod";"__array__";"numpy.polynomial.tests.test_hermite_e";"AR.setflags";"1"
"distutilscommand.build_src";"build_library_sources";"numpy.polynomial.tests.test_hermite_e";"build_info.get";"1"
"lib_core.test_regression";"test_to_ctypes";"numpy.matlib";"np.zeros";"1"
"typingtests.random";"func";"testing_private.utils";"dict";"1"
"lif2py.symbolic";"restore";"omlib._type_check_impl";"as_real";"2"
"numpy.polynomial.tests.test_polynomial";"f2";"omma.testutils";"assert_equal";"4"
"omtests.test_core";"test_ufunc_with_output";"omma.core";"array";"1"
"libtests.test_mixins";"test_object";"distutilstests.test_ccompiler_opt";"assert_raises";"3"
"omlib._histograms_impl";"_search_sorted_inclusive";"omma.core";"np.concatenate";"1"
"tedistutils.system_info";"_check_info";"omlib._npyio_impl";"macros.get";"2"
"lib_core.test_indexing";"test_reversed_strides_result_allocation";"libtests.test_regression";"np.arange";"3"
"numpy.polynomial.tests.test_laguerre";"test_poly2lag";"omma.testutils";"assert_almost_equal";"1"
"lib_core.test_stringdtype";"na_object";"numpy.polynomial.tests.test_hermite_e";"float";"1"
